time,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20,neuron_21,neuron_22,neuron_23,neuron_24,neuron_25,neuron_26,neuron_27,neuron_28,neuron_29,neuron_30,neuron_31,neuron_32,neuron_33,neuron_34,neuron_35,neuron_36,
0.00658014,0.18,0.04,0.28,0.06,0,0,0.14,0.06,0.66,0.66,0.3,0.72,0.1,0,0.24,0.48,0.54,0.24,0.02,0.12,0.18,0,0.18,0,0.2,0.54,0.36,0.12,0.54,0.42,0.2,0.12,0.24,0.54,0.48,0,
0.00660014,0.3,0,0.26,0,0.04,0.1,0.24,0.18,0.54,0.66,0.3,0.6,0.2,0.12,0.36,0.48,0.42,0.36,0,0.12,0.18,0,0.06,0.12,0.18,0.66,0.36,0.12,0.42,0.54,0.06,0,0.36,0.66,0.48,0.06,
0.00662014,0.18,0.04,0.24,0.1,0.04,0,0.22,0.06,0.66,0.66,0.18,0.72,0.06,0.12,0.36,0.6,0.3,0.36,0,0.24,0.06,0.06,0,0.12,0.16,0.54,0.36,0.24,0.54,0.66,0.16,0.06,0.48,0.78,0.48,0.06,
0.00664014,0.3,0.04,0.22,0.08,0.04,0.1,0.2,0.06,0.54,0.66,0.3,0.72,0,0.24,0.36,0.6,0.18,0.36,0.1,0.24,0.06,0.06,0,0.12,0.26,0.66,0.24,0.24,0.42,0.54,0.14,0.06,0.6,0.66,0.48,0,
0.00666014,0.18,0.04,0.32,0.06,0,0,0.06,0.18,0.66,0.66,0.3,0.72,0.1,0.24,0.36,0.72,0.18,0.48,0.2,0.12,0.06,0.18,0,0.12,0.24,0.66,0.36,0.24,0.42,0.54,0.12,0,0.6,0.66,0.36,0.06,
0.00668014,0.3,0.14,0.3,0.04,0.1,0.04,0,0.18,0.78,0.78,0.3,0.72,0.2,0.36,0.36,0.6,0.3,0.48,0.06,0.24,0.06,0.18,0,0,0.22,0.54,0.36,0.24,0.42,0.66,0.1,0,0.72,0.54,0.24,0.06,
0.00670014,0.3,0,0.28,0.14,0.08,0.04,0,0.18,0.66,0.78,0.42,0.6,0.06,0.24,0.36,0.48,0.3,0.48,0.16,0.12,0.06,0.18,0,0,0.32,0.66,0.36,0.24,0.54,0.54,0.2,0.06,0.84,0.54,0.24,0.06,
0.00672014,0.3,0,0.26,0,0.06,0.02,0,0.18,0.78,0.9,0.42,0.6,0.04,0.12,0.24,0.48,0.18,0.6,0.14,0.12,0.18,0.3,0,0,0.3,0.66,0.36,0.24,0.54,0.66,0.3,0.06,0.84,0.54,0.24,0.06,
0.00674014,0.18,0,0.12,0.04,0.04,0,0.04,0.06,0.78,0,0.42,0.6,0.02,0.12,0.24,0.6,0.06,0.6,0.12,0.12,0.3,0.3,0,0,0.28,0.78,0.36,0.24,0.42,0.54,0.28,0.18,0.84,0.54,0.24,0.18,
0.00676014,0.18,0.1,0.22,0,0.14,0,0,0.06,0.9,0.06,0.42,0.48,0,0.12,0.12,0.6,0.18,0.72,0.1,0,0.42,0.3,0,0.12,0.26,0.66,0.48,0.12,0.42,0.54,0.38,0.18,0.84,0.54,0.36,0.18,
0.00678014,0.06,0.08,0.2,0.04,0.24,0.1,0.1,0,0.78,0,0.54,0.48,0,0.12,5.55112e-17,0.6,0.18,0.84,0,0.12,0.42,0.3,0,0.12,0.12,0.66,0.48,0.12,0.42,0.66,0.36,0.18,0.96,0.54,0.36,0.18,
0.00680014,0.18,0.06,0.06,0.14,0.34,0.2,0.08,0,0.78,0.06,0.42,0.6,0,0,5.55112e-17,0.48,0.3,0.72,0,0.12,0.42,0.18,0.06,0,0.1,0.78,0.48,0.24,0.42,0.54,0.22,0.3,0.96,0.54,0.48,0.18,
0.00682014,0.06,0,0,0.12,0.32,0.18,0.06,0,0.78,0.06,0.3,0.6,0,0,5.55112e-17,0.48,0.18,0.84,0,0,0.3,0.18,0.06,0.12,0,0.66,0.6,0.36,0.3,0.54,0.2,0.3,0,0.54,0.48,0.18,
0.00684014,0.18,0.04,0.04,0.1,0.42,0.28,0.04,0.12,0.78,0.06,0.42,0.48,0.1,0.06,0,0.36,0.18,0.96,0.1,0,0.18,0.3,0.18,0.12,0.04,0.66,0.72,0.36,0.3,0.54,0.06,0.18,0.12,0.54,0.36,0.18,
0.00686014,0.3,0,0,0.08,0.52,0.38,0.04,0.12,0.78,0.06,0.3,0.48,0,0.18,0.12,0.48,0.3,0,0.08,0,0.18,0.42,0.06,0.24,0.02,0.66,0.84,0.36,0.18,0.54,0,0.18,0.12,0.54,0.36,0.18,
0.00688014,0.42,0.04,0.04,0.18,0.5,0.48,0.02,0,0.78,0,0.3,0.36,0,0.18,0.12,0.48,0.42,0.06,0.18,0.06,0.18,0.42,0.06,0.36,0.04,0.78,0.84,0.36,0.18,0.54,0.1,0.18,0.12,0.66,0.36,0.18,
0.00690014,0.42,0.02,0,0.16,0.48,0.58,0.12,0.12,0.9,0,0.3,0.48,0.04,0.18,0.12,0.48,0.54,0.06,0.28,0.06,0.06,0.42,0.06,0.36,0.04,0.78,0.84,0.36,0.18,0.54,0.08,0.3,0.12,0.78,0.36,0.18,
0.00692014,0.42,0.12,0,0.26,0.58,0.44,0.1,0.12,0.9,0.06,0.3,0.6,0.14,0.3,0,0.6,0.54,0.18,0.38,0.06,0.06,0.54,0,0.36,0.14,0.78,0.84,0.36,0.06,0.54,0.06,0.42,0.24,0.78,0.48,0.06,
0.00694014,0.42,0,0,0.24,0.56,0.42,0,0,0.9,0.18,0.18,0.6,0.12,0.18,0.12,0.72,0.54,0.3,0.36,0,0.06,0.42,0.06,0.24,0,0.66,0.96,0.36,0.06,0.42,0.04,0.42,0.12,0.9,0.48,0,
0.00696014,0.54,0.04,0.1,0.34,0.42,0.4,0.1,0,0,0.06,0.06,0.72,0,0.18,0.12,0.6,0.42,0.3,0.22,0,0.06,0.54,0.06,0.24,0.04,0.54,0.84,0.36,0.06,0.42,0.14,0.42,0,0.9,0.36,0,
0.00698014,0.66,0,0.2,0.32,0.52,0.38,0.08,0.12,0,0.06,0.18,0.72,0.1,0.06,0.24,0.48,0.3,0.18,0.32,0.06,0,0.54,0.18,0.24,0,0.66,0.84,0.48,0.06,0.42,0,0.54,0,0.9,0.24,0.12,
0.00700014,0.78,0,0.18,0.3,0.5,0.36,0.06,0.12,0.12,0.06,0.3,0.84,0,0.06,0.36,0.6,0.42,0.18,0.3,0.06,0,0.54,0.18,0.12,0,0.54,0.96,0.36,0.06,0.42,0,0.54,0,0.78,0.24,0.24,
0.00702014,0.78,0.1,0.16,0.28,0.48,0.34,0.04,0,0.12,0.06,0.18,0.84,0,0,0.24,0.72,0.42,0.18,0.4,0,0,0.54,0.3,0.24,0,0.66,0.84,0.48,0.06,0.3,0.1,0.66,0,0.78,0.36,0.24,
0.00704014,0.78,0.08,0.26,0.26,0.34,0.2,0.04,0.12,0.24,0.18,0.18,0.72,0.04,0,0.24,0.6,0.42,0.06,0.5,0,0.06,0.54,0.18,0.12,0,0.78,0.84,0.48,0.18,0.42,0.08,0.66,0.06,0.66,0.24,0.36,
0.00706014,0.9,0,0.24,0.36,0.44,0.06,0.04,0.12,0.36,0.06,0.3,0.72,0,0.06,0.12,0.72,0.54,0.06,0.6,0.06,0.18,0.66,0.3,0.12,0.04,0.78,0.72,0.36,0.3,0.42,0.06,0.78,0.06,0.66,0.24,0.36,
0.00708014,0.78,0,0.1,0.34,0.54,0.04,0.02,0,0.48,0.06,0.3,0.6,0,0.06,0,0.72,0.66,0.06,0.58,0.06,0.06,0.66,0.3,0.12,0,0.66,0.72,0.36,0.3,0.54,0,0.9,0.06,0.78,0.24,0.48,
0.00710014,0.78,0.1,0.08,0.44,0.64,0,0,0,0.48,0.06,0.42,0.6,0,0,0,0.72,0.78,0,0.56,0.06,0.06,0.66,0.42,0.24,0.1,0.78,0.72,0.48,0.3,0.54,0.04,0.9,0.06,0.9,0.36,0.48,
0.00712014,0.66,0,0.18,0.42,0.74,0.04,0.04,0,0.6,0.06,0.54,0.72,0.1,0.12,0,0.6,0.78,0,0.54,0.18,0.18,0.66,0.42,0.36,0.2,0.78,0.84,0.48,0.42,0.54,0.02,0.9,0,0,0.36,0.36,
0.00714014,0.66,0.04,0.16,0.28,0.84,0,0.04,0,0.6,0.06,0.54,0.84,0,0.24,0,0.72,0.78,0.12,0.64,0.18,0.3,0.54,0.54,0.24,0.3,0.9,0.72,0.36,0.54,0.66,0,0.78,0.12,0.12,0.36,0.36,
0.00716014,0.66,0,0.14,0.26,0.82,0,0,0.06,0.6,0.18,0.42,0.84,0,0.12,0,0.72,0.66,0.24,0.62,0.3,0.18,0.54,0.66,0.24,0.28,0.9,0.72,0.36,0.54,0.54,0.1,0.78,0.12,0.24,0.36,0.48,
0.00718014,0.54,0,0.12,0.24,0.92,0,0.04,0.06,0.6,0.06,0.54,0.84,0,0.12,0,0.72,0.54,0.36,0.6,0.3,0.06,0.42,0.54,0.24,0.26,0.9,0.72,0.36,0.54,0.66,0.2,0.9,0.12,0.12,0.36,0.6,
0.00720014,0.66,0.1,0,0.34,0.78,0,0.02,0,0.48,0,0.42,0.72,0.1,0.24,0.12,0.6,0.42,0.36,0.58,0.42,0.06,0.54,0.54,0.36,0.12,0.9,0.6,0.24,0.54,0.66,0.18,0.78,0.24,0.24,0.36,0.72,
0.00722014,0.66,0.2,0.1,0.44,0.88,0,0.12,0.06,0.48,0.06,0.54,0.72,0.08,0.24,0.12,0.6,0.54,0.36,0.56,0.54,0.18,0.54,0.42,0.36,0.22,0,0.6,0.36,0.66,0.66,0.16,0.9,0.36,0.36,0.48,0.84,
0.00724014,0.66,0.18,0.08,0.3,0.86,0.04,0.22,0,0.36,0,0.54,0.6,0.18,0.24,0.24,0.48,0.54,0.36,0.54,0.54,0.3,0.54,0.3,0.48,0.2,0.12,0.72,0.48,0.54,0.66,0.02,0.9,0.36,0.36,0.48,0.72,
0.00726014,0.66,0.16,0,0.28,0.84,0.02,0.32,0.06,0.24,0,0.42,0.48,0.16,0.24,0.12,0.6,0.54,0.36,0.52,0.54,0.3,0.54,0.18,0.48,0.18,0.12,0.6,0.36,0.54,0.78,0,0.78,0.48,0.36,0.48,0.84,
0.00728014,0.78,0.02,0.1,0.38,0.82,0.04,0.3,0.06,0.36,0,0.42,0.48,0.14,0.36,0.24,0.6,0.42,0.24,0.5,0.66,0.3,0.54,0.06,0.6,0.16,0.12,0.48,0.24,0.54,0.78,0,0.66,0.36,0.36,0.36,0.84,
0.00730014,0.9,0.12,0,0.24,0.92,0,0.4,0.06,0.24,0,0.3,0.48,0,0.36,0.36,0.6,0.42,0.24,0.48,0.66,0.3,0.54,0.06,0.6,0.14,0.12,0.36,0.24,0.42,0.78,0.04,0.66,0.24,0.24,0.36,0.72,
0.00732014,0.9,0.1,0.1,0.1,0,0,0.38,0.06,0.24,0,0.3,0.48,0,0.24,0.36,0.72,0.3,0.36,0.34,0.78,0.42,0.66,0.18,0.48,0.24,0,0.48,0.24,0.3,0.9,0.04,0.78,0.24,0.12,0.36,0.84,
0.00732014,0.9,0.1,0.1,0.1,0,0,0.38,0.06,0.24,0,0.3,0.48,0,0.24,0.36,0.72,0.3,0.36,0.34,0.78,0.42,0.66,0.18,0.48,0.24,0,0.48,0.24,0.3,0.9,0.04,0.78,0.24,0.12,0.36,0.84,
0.00734014,0.9,0,0,0.08,0,0,0.36,0.06,0.12,0.06,0.3,0.48,0,0.36,0.48,0.72,0.3,0.24,0.2,0.78,0.3,0.78,0.06,0.48,0.22,0,0.36,0.24,0.42,0.78,0.14,0.78,0.24,0.24,0.36,0.72,
0.00736014,0,0.1,0.1,0,0,0,0.34,0,0.24,0.06,0.18,0.48,0.04,0.48,0.6,0.72,0.42,0.24,0.06,0.9,0.3,0.78,0.18,0.6,0.08,0,0.36,0.36,0.42,0.66,0.12,0.9,0.12,0.24,0.48,0.72,
0.00736014,0,0.1,0.1,0,0,0,0.34,0,0.24,0.06,0.18,0.48,0.04,0.48,0.6,0.72,0.42,0.24,0.06,0.9,0.3,0.78,0.18,0.6,0.08,0,0.36,0.36,0.42,0.66,0.12,0.9,0.12,0.24,0.48,0.72,
0.00738014,0,0.2,0,0.1,0.06,0.04,0.2,0.12,0.24,0,0.06,0.6,0.02,0.36,0.6,0.72,0.54,0.24,0.16,0,0.18,0.78,0.18,0.6,0.06,0,0.36,0.36,0.42,0.78,0,0,0.12,0.24,0.48,0.72,
0.00738014,0,0.2,0,0.1,0.06,0.04,0.2,0.12,0.24,0,0.06,0.6,0.02,0.36,0.6,0.72,0.54,0.24,0.16,0,0.18,0.78,0.18,0.6,0.06,0,0.36,0.36,0.42,0.78,0,0,0.12,0.24,0.48,0.72,
0.00740014,0.12,0.3,0,0.08,0.06,0.02,0.18,0.12,0.36,0.12,0.06,0.6,0,0.36,0.6,0.72,0.42,0.24,0.02,0,0.3,0.78,0.3,0.6,0.04,0.06,0.24,0.24,0.3,0.9,0,0,0.24,0.36,0.48,0.6,
0.00742014,0.12,0.4,0,0.18,0.06,0,0.28,0,0.36,0,0,0.6,0,0.36,0.6,0.6,0.42,0.12,0,0.12,0.18,0.78,0.3,0.6,0.02,0,0.24,0.24,0.42,0.9,0,0,0.36,0.48,0.6,0.48,
0.00744014,0.12,0.38,0.1,0.04,0.06,0,0.26,0,0.36,0.12,0,0.48,0.04,0.36,0.72,0.48,0.42,0.12,0,0.12,0.3,0.78,0.3,0.72,0,0,0.24,0.36,0.42,0.78,0.1,0,0.36,0.48,0.48,0.6,
0.00746014,0.12,0.48,0.2,0,0.06,0,0.36,0,0.36,0.12,0.12,0.6,0.04,0.36,0.72,0.48,0.42,0.12,0,0,0.18,0.78,0.3,0.72,0.04,0,0.24,0.36,0.42,0.9,0.2,0.12,0.36,0.36,0.48,0.6,
0.00748014,0.24,0.46,0.18,0,0.06,0,0.34,0.12,0.36,0,0.12,0.6,0.04,0.48,0.72,0.36,0.3,0,0.04,0.06,0.06,0.9,0.3,0.6,0,0.06,0.24,0.24,0.54,0.9,0.06,0.24,0.36,0.36,0.48,0.6,
0.00750014,0.24,0.44,0.16,0.04,0.06,0,0.32,0.24,0.48,0,0.12,0.6,0.02,0.48,0.84,0.36,0.3,0,0.14,0.18,0.18,0.9,0.18,0.48,0,0.06,0.12,0.24,0.54,0.78,0.16,0.24,0.48,0.24,0.48,0.48,
0.00752014,0.12,0.42,0.14,0.14,0.06,0,0.18,0.24,0.36,0,0,0.48,0.04,0.6,0.84,0.24,0.18,0.12,0.24,0.18,0.06,0,0.18,0.48,0.04,0.06,5.55112e-17,0.36,0.54,0.66,0.14,0.12,0.48,0.24,0.48,0.6,
0.00754014,0,0.4,0.12,0.24,0.18,0.1,0.16,0.24,0.36,0,0,0.48,0.14,0.72,0.96,0.36,0.18,0.12,0.1,0.3,0,0,0.18,0.36,0.14,0.06,5.55112e-17,0.48,0.54,0.54,0.12,0.24,0.48,0.36,0.36,0.6,
0.00756014,0.12,0.38,0.1,0.1,0.18,0,0.14,0.36,0.36,0,0,0.36,0.12,0.72,0.84,0.48,0.3,0.24,0.2,0.42,0,0,0.3,0.24,0.12,0,0,0.48,0.42,0.66,0,0.36,0.6,0.36,0.36,0.48,
0.00758014,0,0.36,0.2,0.08,0.18,0.04,0.12,0.36,0.48,0.12,0,0.36,0.22,0.84,0.96,0.6,0.18,0.12,0.06,0.54,0,0.06,0.42,0.24,0.1,0,0,0.36,0.3,0.78,0,0.24,0.72,0.36,0.36,0.6,
0.00760014,0.12,0.34,0.18,0.06,0.18,0.04,0.1,0.24,0.48,0.12,0.12,0.24,0.2,0.84,0.84,0.6,0.18,0.12,0.16,0.54,0.06,0.18,0.42,0.12,0,0.06,0.06,0.36,0.18,0.66,0.04,0.36,0.84,0.48,0.36,0.72,
0.00762014,0,0.32,0.28,0,0.3,0.04,0.08,0.24,0.48,0.12,0.12,0.24,0.06,0.72,0.72,0.72,0.18,0.12,0.26,0.54,0.06,0.06,0.42,0.12,0.04,0,0,0.36,0.18,0.54,0.14,0.36,0.72,0.36,0.24,0.6,
0.00764014,0,0.3,0.26,0.04,0.3,0.04,0.06,0.12,0.48,0.12,0.24,0.36,0.16,0.72,0.84,0.84,0.06,0,0.36,0.54,0.06,0,0.54,0.12,0,0.06,0.12,0.36,0.18,0.54,0.12,0.48,0.72,0.36,0.12,0.48,
0.00766014,0.12,0.16,0.24,0.02,0.42,0,0,0,0.48,0.12,0.24,0.48,0.02,0.72,0.72,0.72,0.06,0,0.22,0.66,0.18,0,0.66,0.12,0,0,0.24,0.24,0.06,0.54,0.22,0.36,0.72,0.36,0.12,0.36,
0.00768014,0,0.14,0.22,0.12,0.3,0,0.04,0.06,0.48,0.12,0.36,0.48,0,0.72,0.84,0.84,0.06,0.06,0.32,0.54,0.06,0,0.54,0.24,0,0.12,0.24,0.24,0,0.54,0.2,0.48,0.84,0.24,0.12,0.48,
0.00770014,0,0.12,0.2,0.22,0.18,0.04,0.14,0.06,0.48,0,0.48,0.48,0.04,0.84,0.84,0.84,0.06,0,0.18,0.54,0.06,0.12,0.54,0.36,0,0.24,0.24,0.36,0,0.54,0.18,0.36,0.96,0.24,5.55112e-17,0.48,
0.00772014,0,0.22,0.18,0.2,0.3,0,0.12,0.06,0.48,0,0.6,0.36,0.02,0.84,0.96,0.72,0.06,0.06,0.04,0.42,0.18,0.12,0.66,0.48,0,0.36,0.36,0.36,0.06,0.54,0.16,0.36,0.06,0.12,0,0.48,
0.00774014,0,0.2,0.04,0.3,0.18,0,0.1,0.06,0.6,0.12,0.72,0.24,0.04,0.84,0.96,0.84,0.18,0.18,0,0.42,0.3,0.12,0.66,0.36,0,0.36,0.36,0.36,0,0.54,0.14,0.24,0.06,0.12,0.06,0.48,
0.00775014,0.06,0.26,0.1,0.24,0.24,0.06,0.04,0,0.66,0.18,0.78,0.18,0,0.9,0,0.78,0.12,0.24,0,0.48,0.36,0.06,0.72,0.3,0.06,0.42,0.3,0.42,0.06,0.48,0.08,0.18,0.12,0.06,0,0.42,
0.00776014,0,0.3,0.02,0.16,0.18,0.1,0,0,0.6,0.24,0.72,0.24,0.04,0.96,0.06,0.72,0.18,0.3,0.04,0.54,0.3,0,0.66,0.24,0,0.48,0.24,0.36,0.12,0.54,0.12,0.12,0.18,0.12,0.06,0.36,
0.00778014,0,0.16,0.12,0.02,0.06,0,0,0.12,0.6,0.36,0.84,0.24,0.02,0.84,0,0.84,0.18,0.3,0.02,0.54,0.3,0,0.66,0.36,0.04,0.48,0.24,0.48,0,0.66,0.1,0.24,0.3,0.12,0.06,0.36,
0.00780014,0,0.14,0.22,0,0.18,0.04,0,0.12,0.48,0.36,0.96,0.12,0.12,0.96,0,0.84,0.06,0.3,0.04,0.66,0.3,0,0.54,0.36,0.02,0.48,0.36,0.36,0.06,0.78,0.08,0.36,0.42,0,0,0.48,
0.00782014,0.12,0,0.08,0.04,0.06,0.04,0,0.12,0.48,0.24,0.06,0.12,0.22,0.84,0,0.72,0.06,0.42,0.14,0.78,0.3,0.06,0.54,0.24,0.12,0.48,0.36,0.36,0,0.66,0.18,0.36,0.42,0,0.12,0.36,
0.00784014,0.12,0,0.06,0.04,0.18,0.02,0,0.24,0.48,0.24,0.06,0.12,0.08,0.84,0,0.72,0.18,0.42,0.12,0.9,0.3,0.06,0.66,0.36,0.22,0.6,0.24,0.36,0,0.66,0.16,0.24,0.42,0,0.12,0.36,
0.00786014,0,0.04,0.04,0.04,0.3,0,0,0.24,0.48,0.36,0.06,5.55112e-17,0.06,0.96,0.06,0.84,0.3,0.3,0.1,0.9,0.18,0.06,0.66,0.24,0.2,0.48,0.12,0.36,0.12,0.66,0.02,0.12,0.54,0,0.12,0.36,
0.00788014,0.06,0.02,0,0.02,0.42,0.1,0,0.24,0.6,0.24,0.06,0,0.04,0.84,0.06,0.84,0.3,0.42,0.2,0.78,0.18,0.06,0.78,0.12,0.18,0.36,0.24,0.24,0.24,0.78,0,0,0.66,0.12,0.24,0.24,
0.00790014,0,0,0,0.12,0.42,0.08,0,0.24,0.6,0.12,0,0.12,0.04,0.72,0.06,0.96,0.42,0.54,0.18,0.78,0.18,0.06,0.78,0.12,0.28,0.48,0.36,0.24,0.24,0.9,0,0.06,0.66,0.12,0.24,0.24,
0.00792014,0.06,0,0,0.1,0.3,0.18,0,0.24,0.72,0.24,0,0.12,0,0.72,0.18,0.84,0.42,0.42,0.16,0.66,0.06,0.18,0.78,0.24,0.14,0.48,0.24,0.24,0.36,0,0,0.06,0.66,0.24,0.24,0.12,
0.00792014,0.06,0,0,0.1,0.3,0.18,0,0.24,0.72,0.24,0,0.12,0,0.72,0.18,0.84,0.42,0.42,0.16,0.66,0.06,0.18,0.78,0.24,0.14,0.48,0.24,0.24,0.36,0,0,0.06,0.66,0.24,0.24,0.12,
0.00794014,0,0,0,0.08,0.3,0.16,0,0.36,0.72,0.36,0,0.24,0.1,0.84,0.18,0.72,0.3,0.3,0.02,0.66,0,0.18,0.78,0.24,0,0.36,0.36,0.24,0.48,0,0,0,0.54,0.12,0.12,0.12,
0.00796014,0,0.04,0.1,0.06,0.3,0.14,0.1,0.24,0.84,0.24,0,0.36,0.08,0.72,0.18,0.72,0.18,0.3,0,0.78,0,0.3,0.78,0.12,0,0.24,0.36,0.36,0.48,0,0,0,0.42,0.12,0,5.55112e-17,
0.00798014,0.06,0,0,0.04,0.42,0.12,0.08,0.24,0.84,0.12,0.12,0.24,0,0.84,0.3,0.72,0.18,0.18,0.04,0.78,0.06,0.3,0.78,0.24,0.04,0.12,0.36,0.48,0.48,0.12,0,0.12,0.42,0.24,0.06,0.12,
0.00800014,0.06,0.04,0,0,0.42,0.22,0.18,0.24,0.72,0,0.24,0.12,0,0.96,0.3,0.72,0.18,0.06,0.02,0.9,0.06,0.3,0.9,0.36,0.02,0.12,0.48,0.6,0.48,0.12,0.1,0.24,0.54,0.36,0.06,0.24,
0.00802014,0.06,0.02,0.1,0,0.54,0.2,0.16,0.36,0.6,0.06,0.36,0.12,0,0.06,0.3,0.72,0.06,0.06,0.12,0.9,0.06,0.18,0.9,0.36,0,0.12,0.48,0.6,0.6,0.12,0.08,0.36,0.54,0.24,0.06,0.36,
0.00804014,0,0,0.08,0,0.54,0.3,0.14,0.36,0.6,0.06,0.36,0.12,0.04,0.18,0.3,0.84,0.06,0.06,0.1,0.9,0,0.18,0,0.24,0.1,5.55112e-17,0.48,0.6,0.72,0.12,0.06,0.36,0.42,0.24,0.06,0.48,
0.00804014,0,0,0.08,0,0.54,0.3,0.14,0.36,0.6,0.06,0.36,0.12,0.04,0.18,0.3,0.84,0.06,0.06,0.1,0.9,0,0.18,0,0.24,0.1,5.55112e-17,0.48,0.6,0.72,0.12,0.06,0.36,0.42,0.24,0.06,0.48,
0.00806014,0,0,0.18,0.04,0.66,0.16,0.24,0.48,0.48,0.18,0.48,0.12,0.04,0.18,0.18,0.72,0,0.18,0.2,0.9,0,0.18,0.12,0.24,0.08,0,0.36,0.6,0.72,0,0.16,0.36,0.42,0.24,0.06,0.48,
0.00808014,0,0.04,0.16,0.02,0.54,0.02,0.34,0.48,0.6,0.3,0.36,0,0.14,0.18,0.06,0.72,0,0.06,0.3,0,0.06,0.18,0.12,0.24,0.18,0.06,0.24,0.48,0.72,0,0.14,0.36,0.54,0.36,0.06,0.48,
0.00810014,0.12,0,0.14,0,0.54,0.04,0.44,0.36,0.6,0.3,0.24,0.12,0.12,0.18,0.06,0.72,0.12,0.06,0.28,0.12,0.18,0.18,0,0.36,0.16,0.06,0.24,0.36,0.72,0,0,0.48,0.54,0.36,0.06,0.48,
0.00812014,0,0.04,0,0,0.54,0.02,0.42,0.48,0.48,0.3,0.24,0.12,0.1,0.18,0,0.72,0.12,0.06,0.26,0.12,0.18,0.18,0.06,0.36,0.26,0,0.24,0.48,0.72,0.06,0.04,0.48,0.66,0.48,0.06,0.48,
0.00814014,0.06,0.02,0,0,0.42,0,0.52,0.48,0.48,0.3,0.24,0,0.08,0.3,0.12,0.6,0.12,0.18,0.24,0.12,0.06,0.06,0.06,0.24,0.24,0,0.24,0.48,0.84,0.06,0.02,0.48,0.66,0.36,0,0.6,
0.00816014,0.06,0.04,0,0,0.3,0.04,0.38,0.36,0.36,0.42,0.36,0.06,0,0.3,0.12,0.6,0.12,0.06,0.22,0.12,0,0,0,0.12,0.22,0.06,0.36,0.6,0.84,0.06,0.12,0.48,0.78,0.36,0,0.48,
0.00818014,0.06,0.02,0.04,0.04,0.3,0.02,0.24,0.24,0.48,0.3,0.48,0.18,0,0.18,0,0.48,0,0.06,0.2,0.12,0.12,0,0,5.55112e-17,0.2,0,0.48,0.6,0.96,0.06,0,0.48,0.9,0.36,0.06,0.48,
0.00820014,0,0.04,0,0.04,0.42,0.12,0.1,0.12,0.6,0.3,0.36,0.18,0,0.06,0.06,0.48,0,0.18,0.18,0,0.12,0.12,0,0,0.3,0,0.48,0.6,0.96,0,0,0.48,0.78,0.36,0.06,0.48,
0.00821014,0,0.1,0,0,0.48,0.06,0.16,0.06,0.66,0.36,0.3,0.24,0.06,0.12,0,0.54,0.06,0.12,0.12,0,0.18,0.06,0.06,0,0.24,0,0.42,0.66,0,0,0,0.42,0.84,0.42,0.12,0.54,
0.00822014,0.06,0.02,0.04,0,0.54,0.1,0.2,5.55112e-17,0.6,0.3,0.36,0.18,0,0.06,0,0.48,0.12,0.18,0.16,0,0.24,0.12,0,0.06,0.28,0,0.36,0.6,0,0.06,0.04,0.48,0.78,0.36,0.18,0.48,
0.00824014,0.18,0,0.02,0.04,0.54,0.08,0.06,0.12,0.72,0.42,0.36,0.18,0,0.18,0.12,0.36,0.12,0.06,0.14,0.06,0.12,0.12,0.12,0.18,0.26,0,0.24,0.48,0,0.18,0.02,0.48,0.78,0.36,0.3,0.6,
0.00826014,0.06,0.04,0.12,0.02,0.54,0.06,0,0.12,0.72,0.3,0.48,0.06,0,0.18,0.12,0.48,0.12,0.18,0,0.06,0.12,0.12,0.24,0.18,0.36,0,0.24,0.36,0.06,0.06,0,0.6,0.78,0.36,0.18,0.6,
0.00828014,0.06,0,0.1,0,0.54,0,0,5.55112e-17,0.72,0.3,0.6,0,0.04,0.06,0.24,0.36,0.24,0.18,0.04,0.18,0.12,0.12,0.12,0.06,0.46,0.12,0.24,0.24,0.06,0.06,0.04,0.6,0.78,0.24,0.18,0.6,
0.00830014,0.06,0.1,0.08,0.1,0.66,0,0.04,0.06,0.72,0.3,0.6,0,0.14,0,0.24,0.36,0.24,0.18,0.14,0.3,0.24,0,0.12,0.06,0.44,0,0.36,0.12,0.18,0,0.04,0.6,0.66,0.24,0.3,0.48,
0.00832014,0.06,0.08,0.18,0.08,0.66,0.04,0.02,0,0.72,0.3,0.6,0.12,0,0.06,0.24,0.48,0.36,0.18,0.24,0.18,0.36,0.06,0.12,0.06,0.3,0,0.36,0.24,0.3,0,0,0.48,0.66,0.24,0.3,0.6,
0.00834014,0.18,0.18,0.04,0.18,0.54,0.14,0,0,0.72,0.18,0.6,0.24,0.04,0.06,0.24,0.48,0.48,0.18,0.34,0.18,0.36,0.18,0.24,0.06,0.28,0.06,0.24,0.24,0.42,0,0.1,0.48,0.54,0.36,0.3,0.6,
