time,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20,neuron_21,neuron_22,neuron_23,neuron_24,neuron_25,neuron_26,neuron_27,neuron_28,neuron_29,neuron_30,neuron_31,neuron_32,neuron_33,neuron_34,neuron_35,neuron_36,
0.00836014,0.18,0.16,0.02,0.04,0.54,0.12,0,0.06,0.6,0.06,0.6,0.36,0.04,0.06,0.24,0.48,0.48,0.06,0.32,0.18,0.24,0.3,0.36,0.06,0.14,0.06,0.12,0.24,0.3,0,0.08,0.48,0.42,0.24,0.3,0.72,
0.00838014,0.06,0.14,0,0,0.66,0.22,0,0.06,0.48,0.06,0.6,0.36,0.04,0.06,0.12,0.48,0.36,0.06,0.42,0.18,0.12,0.3,0.24,0.06,0.24,0.06,5.55112e-17,0.12,0.3,0,0.18,0.6,0.54,0.24,0.18,0.72,
0.00840014,0.06,0.12,0,0,0.66,0.2,0,0.06,0.48,0.06,0.48,0.36,0,0.18,0.12,0.6,0.24,0,0.4,0.3,0.12,0.3,0.24,0.06,0.22,0,0.12,5.55112e-17,0.18,0.06,0.16,0.6,0.66,0.12,0.06,0.6,
0.00842014,0.06,0,0.04,0,0.54,0.06,0,0,0.48,0,0.36,0.36,0.04,0.06,0.12,0.48,0.36,0.06,0.5,0.3,0,0.18,0.24,0.06,0.2,0,0.12,0,0.06,0.06,0.14,0.48,0.66,0.12,0.06,0.6,
0.00844014,0.06,0.1,0,0,0.54,0.04,0,0.06,0.36,0,0.48,0.24,0,0.18,0.24,0.6,0.36,0.06,0.6,0.3,0.06,0.3,0.12,0.06,0.18,0,5.55112e-17,0,0,0.06,0.12,0.48,0.78,0.12,0.06,0.48,
0.00846014,0.06,0.2,0.04,0.1,0.66,0.14,0.04,0,0.36,0.12,0.48,0.12,0.1,0.3,0.12,0.72,0.48,0.06,0.46,0.42,0.06,0.3,0.12,0,0.16,0,0.12,0.06,0,0.18,0,0.48,0.78,0.24,0,0.48,
0.00848014,0.06,0.06,0.02,0.2,0.66,0.12,0.14,0.06,0.36,0.12,0.36,0.12,0.2,0.3,0.12,0.6,0.48,0.06,0.56,0.42,0,0.3,0.12,0.06,0.26,0,0.24,0.06,0,0.06,0,0.48,0.78,0.36,0.12,0.48,
0.00850014,0,0,0.12,0.3,0.54,0,0.24,0.06,0.36,0.12,0.36,0,0.18,0.3,0.12,0.6,0.48,0.06,0.54,0.42,0,0.3,0.12,0.18,0.24,0.12,0.12,0.06,0.12,0,0,0.6,0.78,0.36,0,0.48,
0.00852014,0.06,0.04,0.1,0.28,0.54,0.1,0.22,0.06,0.24,0.12,0.36,0,0.28,0.3,0.12,0.6,0.48,0.06,0.64,0.42,0.12,0.18,0,0.18,0.1,0.12,0.24,0.06,0.12,0.06,0,0.48,0.9,0.24,0.06,0.6,
0.00854014,0.06,0,0.08,0.26,0.54,0,0.08,0.06,0.36,0.24,0.36,0.12,0.38,0.18,0.12,0.6,0.36,0.06,0.5,0.54,0.24,0.3,0.06,0.18,0.2,0,0.36,0.06,0.12,0.06,0,0.48,0.9,0.24,0.18,0.6,
0.00856014,0.18,0.1,0.18,0.24,0.54,0.1,0,0.06,0.48,0.12,0.24,0.24,0.24,0.18,0.12,0.48,0.48,0.06,0.6,0.54,0.12,0.18,0.06,0.18,0.06,0.12,0.36,0.18,0.12,0.06,0,0.6,0,0.36,0.06,0.72,
0.00858014,0.3,0.08,0.04,0.22,0.54,0.08,0,0.18,0.36,0.24,0.36,0.36,0.22,0.18,0,0.6,0.36,0,0.58,0.54,0,0.3,0.06,0.18,0.16,0.24,0.36,0.06,0,0.18,0.04,0.6,0.06,0.24,0.18,0.72,
0.00860014,0.3,0.06,0.04,0.08,0.42,0.18,0.1,0.18,0.48,0.36,0.36,0.38374,0.2,0.18,0.12,0.6,0.24,0.06,0.68,0.54,0.06,0.3,0.06,0.06,0.14,0.12,0.36,0.18,0.06,0.3,0.02,0.48,0,0.24,0.18,0.72,
0.00862014,0.18,0.16,0.02,0,0.54,0.16,0.2,0.18,0.48,0.36,0.48,0.52748,0.3,0.18,0,0.6,0.12,0,0.66,0.54,0.18,0.3,0.06,0.06,0.12,0,0.36,0.18,0.06,0.3,0.12,0.36,0,0.24,0.3,0.84,
0.00864014,0.18,0.14,0,0.1,0.54,0.14,0.18,0.18,0.6,0.24,0.48,0.43122,0.16,0.18,0,0.72,0.12,0,0.52,0.42,0.18,0.3,0.06,0.18,0.1,0,0.36,0.3,0.18,0.18,0.1,0.36,0,0.24,0.3,0.84,
0.00866014,0.06,0.12,0.04,0.08,0.54,0.24,0.04,0.18,0.6,0.36,0.48,0.57496,0.02,0.18,0.06,0.72,0.24,0.12,0.5,0.42,0.18,0.42,0.06,0.06,0.08,0.12,0.48,0.42,0.3,0.18,0.2,0.48,0.12,0.24,0.42,0.84,
0.00868014,0.06,0.22,0.02,0,0.54,0.34,0.04,0.18,0.6,0.48,0.6,0.4787,0.12,0.06,0.06,0.84,0.36,0.12,0.48,0.42,0.06,0.3,0.18,0,0.06,0,0.48,0.54,0.3,0.18,0.18,0.6,0,0.24,0.42,0.72,
0.00870014,0,0.2,0,0.04,0.54,0.32,0.04,0.06,0.72,0.36,0.48,0.38244,0.1,0.06,0,0.84,0.36,0.12,0.34,0.42,0,0.3,0.18,0,0,0,0.6,0.54,0.3,0.18,0.04,0.72,0.06,0.24,0.42,0.72,
0.00872014,0.06,0.3,0.04,0.02,0.42,0.3,0.02,0,0.72,0.36,0.48,0.40618,0.08,0.18,0.12,0.84,0.36,0.24,0.2,0.3,0.06,0.18,0.18,0.06,0,0.12,0.6,0.42,0.42,0.18,0,0.84,0.06,0.12,0.3,0.72,
0.00874014,0.18,0.28,0.04,0,0.54,0.4,0.04,0.12,0.6,0.24,0.48,0.42992,0.06,0.18,0.12,0.72,0.36,0.36,0.18,0.3,0.18,0.18,0.06,0.18,0,0.12,0.6,0.54,0.42,0.3,0,0.84,0.06,0,0.42,0.72,
0.00876014,0.3,0.26,0.04,0.04,0.54,0.38,0,0.12,0.6,0.24,0.48,0.33366,0.16,0.06,0.24,0.72,0.36,0.36,0.16,0.18,0.18,0.06,0.18,0.18,0.1,0.24,0.6,0.66,0.54,0.42,0,0.84,0.06,0,0.42,0.72,
0.00878014,0.3,0.36,0.02,0.02,0.42,0.36,0,0.12,0.48,0.12,0.48,0.3574,0.14,0.06,0.24,0.6,0.36,0.24,0.14,0.18,0.06,0.06,0.18,0.18,0.08,0.24,0.72,0.66,0.66,0.42,0,0.87451,0.06,0,0.42,0.6,
0.00880014,0.3,0.34,0.12,0.12,0.42,0.34,0.04,0.12,0.6,0.24,0.6,0.50114,0,0.18,0.36,0.48,0.48,0.24,0.24,0.3,0.06,0.06,0.18,0.06,0.06,0.12,0.72,0.66,0.66,0.42,0,0.78902,0.06,0.12,0.42,0.6,
0.00882014,0.18,0.44,0.22,0.22,0.42,0.32,0,0.12,0.6,0.12,0.48,0.52488,0,0.18,0.36,0.36,0.48,0.24,0.34,0.3,0.06,0.06,0.06,0.06,0.04,0,0.6,0.66,0.66,0.42,0,0.82353,0.06,0.12,0.42,0.6,
0.00884014,0.18,0.42,0.2,0.2,0.42,0.3,0.04,0.12,0.6,0.12,0.36,0.54862,0.04,0.06,0.48,0.36,0.36,0.36,0.32,0.3,0,0.06,0.18,0,0.04,0.12,0.48,0.66,0.66,0.42,0.1,0.73804,0,0.12,0.42,0.6,
0.00886014,0.3,0.52,0.18,0.06,0.54,0.4,0.04,0.15451,0.48,0.12,0.48,0.57236,0.04,0.18,0.36,0.48,0.24,0.36,0.18,0.3,0.06,0.18,0.18,0,0.02,0.24,0.48,0.54,0.54,0.54,0,0.89255,0,0.24,0.3,0.6,
0.00888014,0.18,0.38,0.16,0.04,0.42,0.26,0,0.18902,0.6,0.12,0.48,0.5961,0.02,0.18,0.24,0.36,0.24,0.24,0.16,0.18,0.06,0.18,0.06,0,0,0.24,0.48,0.66,0.54,0.42,0.1,0.92706,0,0.26018,0.42,0.6,
0.00890014,0.18,0.48,0.14,0,0.54,0.24,0.1,0.22353,0.6,0.24,0.48,0.49984,0.04,0.06,0.24,0.36,0.12,0.36,0.02,0.3,0.06,0.18,0.06,0,0.1,0.36,0.6,0.66,0.54,0.3,0.08,0.96157,0.06,0.16036,0.42,0.6,
0.00891014,0.24,0.54,0.2,0,0.48,0.18,0.16,0.28353,0.66,0.3,0.42,0.55984,0.1,0.12,0.3,0.42,0.18,0.42,0.08,0.36,0.12,0.12,0.12,0,0.04,0.42,0.66,0.72,0.6,0.36,0.14,0,0.12,0.22036,0.36,0.66,
0.00892014,0.18,0.46,0.12,0,0.54,0.1,0.2,0.25804,0.6,0.36,0.36,0.64358,0.02,0.18,0.36,0.36,0.24,0.48,0.12,0.42,0.06,0.18,0.06,0.06,0,0.36,0.6,0.78,0.66,0.42,0.06,0,0.19713,0.30054,0.42,0.6,
0.00894014,0.18,0.44,0.22,0,0.54,0.08,0.18,0.17255,0.72,0.24,0.36,0.78732,0.04,0.3,0.36,0.48,0.24,0.48,0.22,0.3,0.06,0.06,0.06,0.18,0,0.24,0.6,0.78,0.66,0.54,0.04,0.06,0.21426,0.32072,0.42,0.6,
0.00896014,0.3,0.42,0.2,0,0.42,0.06,0.16,0.08706,0.72,0.24,0.36,0.69106,0.14,0.3,0.24,0.36,0.36,0.48,0.2,0.3,0.06,0.18,0.18,0.18,0,0.36,0.6,0.66,0.66,0.54,0.04,0,0.35139,0.2209,0.3,0.6,
0.00898014,0.42,0.4,0.3,0,0.42,0.04,0.14,0.24157,0.72,0.12,0.48,0.5948,0.24,0.42,0.24,0.48,0.48,0.6,0.06,0.3,0.06,0.3,0.06,0.06,0,0.24,0.6,0.54,0.78,0.42,0.04,0.12,0.36852,0.36108,0.42,0.6,
0.00900014,0.42,0.5,0.4,0,0.42,0,0.12,0.15608,0.84,0.12,0.48,0.61854,0.1,0.42,0.12,0.6,0.48,0.48,0.04,0.18,0.06,0.3,0.06,0,0.04,0.12,0.72,0.54,0.78,0.54,0,0.12,0.38565,0.26126,0.3,0.48,
0.00902014,0.54,0.48,0.26,0,0.3,0,0.22,0.31059,0.84,0.12,0.6,0.64228,0.08,0.42,0.12,0.72,0.36,0.48,0.14,0.3,0.18,0.3,0.18,0.06,0.02,0,0.84,0.54,0.78,0.42,0,0,0.40278,0.28144,0.18,0.6,
0.00904014,0.54,0.46,0.24,0,0.3,0.1,0.2,0.3451,0.84,0.24,0.6,0.66602,0.06,0.54,0.24,0.6,0.48,0.36,0,0.42,0.06,0.42,0.18,0,0.04,0,0.96,0.54,0.78,0.54,0.04,0.12,0.41991,0.30162,0.3,0.6,
0.00905014,0.6,0.4,0.18,0.06,0.24,0.16,0.14,0.2851,0.9,0.18,0.66,0.72602,0,0.48,0.18,0.66,0.42,0.3,0.06,0.36,0,0.36,0.24,0.06,0.1,0.06,0,0.6,0.84,0.48,0,0.06,0.47991,0.36162,0.24,0.66,
0.00906014,0.54,0.32,0.22,0,0.3,0.2,0.18,0.37961,0.84,0.24,0.72,0.68976,0,0.42,0.24,0.72,0.36,0.24,0,0.42,0.06,0.42,0.3,0.12,0.14,0,0.06,0.54,0.9,0.54,0.04,0.12,0.55704,0.3218,0.18,0.6,
0.00908014,0.54,0.18,0.32,0,0.18,0.06,0.16,0.41412,0.72,0.24,0.72,0.5935,0,0.42,0.12,0.6,0.36,0.36,0,0.54,0,0.42,0.3,0.12,0,0,0.18,0.66,0.78,0.54,0.04,0.12,0.57417,0.46198,0.18,0.6,
0.00910014,0.66,0.28,0.3,0,0.18,0.04,0.26,0.56863,0.72,0.24,0.72,0.49724,0.1,0.3,0.12,0.6,0.48,0.48,0,0.66,0,0.42,0.3,0,0,0.06,0.06,0.54,0.66,0.54,0.02,0.24,0.7113,0.48216,0.18,0.6,
0.00912014,0.66,0.26,0.4,0,0.18,0.14,0.24,0.60314,0.84,0.36,0.72,0.64098,0.2,0.42,0,0.6,0.48,0.6,0,0.66,0,0.54,0.3,0,0.04,0.06,0.06,0.66,0.78,0.54,0,0.24,0.72843,0.50234,0.3,0.72,
0.00914014,0.54,0.24,0.38,0.04,0.06,0,0.22,0.51765,0.72,0.48,0.72,0.66472,0.18,0.3,0.12,0.48,0.6,0.6,0,0.66,0,0.66,0.42,0,0,0,0.18,0.66,0.9,0.54,0.04,0.24,0.74556,0.64252,0.18,0.72,
0.00916014,0.54,0.22,0.36,0.04,0.18,0.04,0.08,0.55216,0.6,0.48,0.84,0.80846,0.04,0.18,0.12,0.48,0.6,0.72,0,0.66,0.12,0.54,0.42,0.12,0,0,0.3,0.78,0,0.54,0.04,0.12,0.76269,0.5427,0.06,0.6,
0.00918014,0.54,0.08,0.34,0,0.06,0.02,0.06,0.58667,0.48,0.36,0.96,0.9522,0,0.3,0,0.36,0.6,0.72,0.1,0.54,0.12,0.54,0.54,0.12,0.04,0,0.3,0.78,0,0.42,0.02,0.12,0.77982,0.56288,0,0.48,
0.00919014,0.48,0.02,0.28,0.06,0.12,0.08,0.12,0.64667,0.42,0.42,0.9,0,0.06,0.24,0,0.3,0.54,0.78,0.04,0.48,0.18,0.48,0.6,0.06,0,0.06,0.24,0.72,0,0.48,0,0.18,0.83982,0.50288,0.06,0.42,
0.00920014,0.42,0,0.2,0.1,0.06,0.12,0.04,0.74118,0.48,0.48,0.96,0,0.1,0.18,0,0.36,0.6,0.84,0.08,0.54,0.24,0.42,0.66,0,0,0,0.3,0.78,0,0.54,0.04,0.12,0.91695,0.46306,0,0.36,
0.00922014,0.42,0,0.3,0,0.18,0.1,0.04,0.77569,0.36,0.48,0.84,0,0.2,0.18,0,0.36,0.72,0.84,0.18,0.54,0.24,0.3,0.54,0,0.04,0.06,0.3,0.78,0,0.42,0,0.12,0.81408,0.48324,0.12,0.48,
0.00924014,0.42,0.1,0.28,0,0.3,0.08,0,0.6902,0.36,0.48,0.96,0.06,0.18,0.3,0,0.36,0.84,0.84,0.04,0.54,0.36,0.18,0.66,0.12,0,0.06,0.18,0.66,0,0.42,0,0.12,0.83121,0.38342,0.24,0.48,
0.00926014,0.42,0,0.38,0,0.3,0.18,0,0.60471,0.48,0.36,0.96,0.18,0.28,0.3,0.06,0.36,0.84,0.96,0.02,0.54,0.36,0.3,0.66,0.12,0,0,0.3,0.66,0.06,0.3,0,0.24,0.84834,0.4036,0.12,0.6,
0.00928014,0.3,0,0.36,0.1,0.18,0.28,0.04,0.75922,0.36,0.36,0.96,0.18,0.26,0.42,0.06,0.48,0.96,0.84,0.04,0.54,0.24,0.3,0.54,0.12,0.1,0.06,0.42,0.78,0.06,0.3,0.04,0.36,0.86547,0.54378,0,0.6,
0.00930014,0.42,0,0.46,0.08,0.18,0.26,0,0.79373,0.24,0.48,0,0.06,0.12,0.3,0.18,0.6,0.84,0.96,0.02,0.42,0.12,0.3,0.54,0.12,0.08,0,0.54,0.66,0.18,0.42,0,0.48,0.8826,0.56396,0.12,0.48,
0.00932014,0.42,0.04,0.44,0.06,0.18,0.24,0.04,0.70824,0.12,0.48,0,0.18,0.1,0.42,0.06,0.6,0.84,0.84,0.12,0.3,0.12,0.3,0.66,0,0.06,0.06,0.54,0.78,0.18,0.54,0,0.48,0.89973,0.58414,0.12,0.36,
0.00934014,0.42,0.14,0.3,0.04,0.18,0.22,0,0.74275,5.55112e-17,0.48,0.12,0.3,0.2,0.3,0.06,0.72,0.84,0.96,0,0.18,0.24,0.42,0.54,0.06,0.04,0.06,0.66,0.78,0.18,0.42,0.04,0.36,0.91686,0.72432,0.12,0.48,
0.00935014,0.48,0.2,0.24,0,0.24,0.28,0.06,0.68275,0,0.42,0.06,0.36,0.26,0.24,0,0.66,0.9,0,0.06,0.24,0.18,0.48,0.6,0.12,0,0.12,0.6,0.84,0.24,0.36,0.1,0.42,0.85686,0.78432,0.06,0.42,
0.00936014,0.54,0.24,0.28,0,0.18,0.32,0.1,0.77726,0,0.36,0,0.3,0.18,0.18,0.06,0.72,0.84,0.06,0,0.3,0.12,0.42,0.54,0.06,0,0.06,0.66,0.78,0.18,0.3,0.02,0.48,0.93399,0.7445,0,0.36,
0.00938014,0.42,0.22,0.14,0.1,0.3,0.3,0,0.93177,0,0.24,0,0.18,0.28,0.18,0,0.84,0.72,0.06,0.04,0.42,0.12,0.42,0.54,0.18,0.1,0,0.66,0.78,0.06,0.3,0.04,0.48,0,0.76468,0,0.36,
0.00938014,0.42,0.22,0.14,0.1,0.3,0.3,0,0.93177,0,0.24,0,0.18,0.28,0.18,0,0.84,0.72,0.06,0.04,0.42,0.12,0.42,0.54,0.18,0.1,0,0.66,0.78,0.06,0.3,0.04,0.48,0,0.76468,0,0.36,
0.00940014,0.42,0.32,0,0.08,0.3,0.4,0.04,0.96628,0.12,0.24,0,0.18,0.14,0.3,0.06,0.84,0.6,0.18,0.14,0.3,0,0.42,0.42,0.06,0.08,0,0.54,0.66,0,0.3,0.02,0.48,0.06,0.78486,0.12,0.24,
0.00941014,0.48,0.38,0,0.02,0.36,0.34,0,0,0.06,0.18,0.06,0.12,0.08,0.24,0,0.78,0.54,0.12,0.2,0.36,0.06,0.48,0.48,0,0.14,0.06,0.48,0.72,0,0.36,0,0.54,0,0.72486,0.06,0.3,
0.00942014,0.42,0.3,0,0.06,0.42,0.38,0.04,0,0,0.24,0.12,0.18,0,0.18,0,0.84,0.48,0.18,0.12,0.3,0,0.54,0.54,0,0.18,0.12,0.54,0.66,0.06,0.42,0.04,0.48,0,0.68504,0,0.26374,
0.00944014,0.42,0.28,0.1,0.04,0.42,0.48,0.02,0,0.06,0.24,0.12,0.18,0.04,0.18,0,0.96,0.48,0.3,0.1,0.18,0.12,0.54,0.54,0.12,0.28,0,0.42,0.54,0,0.42,0.02,0.48,0,0.70522,0.06,0.28748,
0.00945014,0.48,0.34,0.16,0.1,0.36,0.54,0.08,0.06,0.12,0.3,0.06,0.12,0.1,0.24,0,0,0.42,0.36,0.16,0.24,0.18,0.6,0.48,0.06,0.22,0.06,0.48,0.48,0,0.48,0.08,0.54,0.06,0.64522,0,0.22748,
0.00946014,0.42,0.38,0.2,0.02,0.42,0.58,0,0,0.06,0.24,0.12,0.06,0.02,0.18,0.06,0.06,0.48,0.3,0.2,0.18,0.24,0.66,0.42,0.12,0.26,0,0.54,0.54,0,0.54,0,0.6,0,0.7254,0,0.31122,
0.00948014,0.3,0.36,0.18,0.04,0.42,0.44,0,0,0.06,0.24,0.12,0.06,0,0.06,0.18,0,0.36,0.42,0.3,0.18,0.24,0.54,0.42,0.12,0.24,0,0.66,0.54,0,0.66,0,0.6,0.06,0.74558,0,0.33496,
0.00950014,0.3,0.34,0.28,0.14,0.3,0.3,0.1,0,0,0.24,0.12,0,0.04,0,0.18,0.06,0.24,0.42,0.16,0.3,0.24,0.54,0.54,0.24,0.1,0,0.78,0.54,0.12,0.66,0,0.6,0,0.64576,0.12,0.3587,
0.00952014,0.42,0.44,0.38,0,0.42,0.28,0.08,0.06,0.06,0.12,0,0,0.04,0.06,0.18,0.06,0.24,0.54,0.02,0.18,0.24,0.54,0.54,0.24,0,0.06,0.9,0.54,0.12,0.66,0,0.6,0.12,0.54594,0.12,0.38244,
0.00954014,0.42,0.54,0.36,0,0.54,0.38,0.06,0.06,0.06,0.24,0.06,0,0.14,0.06,0.18,0,0.24,0.42,0,0.18,0.24,0.42,0.54,0.36,0,0.06,0.9,0.42,0,0.66,0,0.72,0.12,0.56612,0.24,0.40618,
0.00956014,0.42,0.52,0.46,0.1,0.54,0.36,0.04,0.06,0.07713,0.24,0.06,0,0.24,0.18,0.18,0,0.24,0.42,0,0.18,0.36,0.54,0.66,0.24,0,0.06,0.9,0.54,0,0.66,0,0.84,0.12,0.7063,0.24,0.42992,
0.00958014,0.42,0.62,0.56,0.2,0.66,0.34,0.02,0,0.09426,0.12,0,0.06,0.22,0.3,0.18,0.06,0.24,0.42,0.1,0.3,0.36,0.54,0.66,0.24,0.04,0.06,0,0.42,0,0.54,0.04,0.84,0,0.72648,0.24,0.57366,
0.00960014,0.3,0.48,0.42,0.18,0.66,0.44,0.04,0.12,0.23139,0.12,0,0.06,0.2,0.3,0.3,0.18,0.24,0.42,0.08,0.42,0.36,0.42,0.66,0.24,0.04,0.06,0.06,0.42,0.06,0.54,0.14,0.96,0.12,0.62666,0.36,0.5974,
0.00962014,0.3,0.58,0.4,0.16,0.66,0.3,0,0.12,0.24852,0.12,0,0.06,0.18,0.42,0.3,0.3,0.12,0.54,0,0.42,0.36,0.42,0.66,0.12,0.04,0.18,0.06,0.3,0,0.42,0.24,0.84,0.12,0.64684,0.36,0.74114,
0.00964014,0.18,0.56,0.38,0.26,0.66,0.28,0.1,0,0.26565,0.12,0,0.18,0.28,0.54,0.42,0.3,0.12,0.66,0,0.42,0.24,0.42,0.54,0,0.02,0.18,0.18,0.18,0.12,0.54,0.22,0.84,0.12,0.54702,0.24,0.76488,
0.00966014,0.18,0.54,0.36,0.24,0.78,0.26,0,0,0.16278,0.12,0,0.18,0.38,0.42,0.42,0.18,5.55112e-17,0.66,0.1,0.54,0.24,0.54,0.54,0.06,0,0.18,0.06,0.18,0.24,0.42,0.2,0.72,0.12,0.5672,0.12,0.90862,
0.00968014,0.18,0.52,0.22,0.34,0.78,0.12,0,0.06,0.29991,0.12,0.02631,0.06,0.36,0.54,0.42,0.06,0,0.66,0.2,0.54,0.24,0.42,0.54,0.06,0,0.18,0,0.18,0.24,0.42,0.3,0.72,0.12,0.58738,0,0.81236,
0.00970014,0.18,0.62,0.32,0.32,0.78,0,0.04,0.06,0.31704,0.24,0.02631,0.06,0.34,0.66,0.54,0.06,0.12,0.78,0.18,0.42,0.36,0.3,0.42,0.18,0,0.06,0.06,0.06,0.24,0.3,0.28,0.72,0,0.72756,0.12,0.8361,
0.00972014,0.18,0.6,0.42,0.18,0.78,0,0.14,0,0.45417,0.36,0.05262,0.06,0.2,0.78,0.66,0.18,0.12,0.66,0.28,0.54,0.48,0.42,0.54,0.18,0,0.06,0.18,0.06,0.24,0.3,0.26,0.84,0,0.74774,0.12,0.73984,
0.00974014,0.06,0.58,0.4,0.04,0.78,0.04,0,0.06,0.5913,0.24,0.19893,0.06,0.3,0.78,0.78,0.06,0.12,0.66,0.38,0.54,0.36,0.54,0.54,0.18,0,0,0.18,0.06,0.12,0.18,0.36,0.72,0.06,0.64792,0.12,0.88358,
0.00976014,0.06,0.56,0.38,0,0.78,0.04,0.1,0,0.72843,0.12,0.22524,0.06,0.28,0.78,0.9,0.06,0.24,0.66,0.36,0.66,0.48,0.66,0.42,0.18,0,0.12,0.18,0.18,0.12,0.06,0.34,0.6,0.06,0.5481,0,0.90732,
0.00978014,0,0.66,0.36,0,0.9,0.04,0,0,0.86556,0.24,0.37155,0.18,0.38,0.78,0.9,0,0.36,0.66,0.22,0.66,0.36,0.78,0.54,0.3,0,0.12,0.06,0.3,0,0.06,0.32,0.72,0.06,0.44828,0.12,0.81106,
0.00980014,0.12,0.76,0.34,0.1,0.9,0.14,0.1,0,0.88269,0.24,0.51786,0.06,0.24,0.66,0,0,0.36,0.78,0.2,0.66,0.36,0.78,0.42,0.18,0.04,0.12,0,0.3,0,0.06,0.42,0.72,0.06,0.46846,0.26631,0.9548,
0.00982014,0,0.74,0.32,0.08,0.9,0,0.08,0.06,0.77982,0.12,0.66417,0.18,0.22,0.66,0.06,0.06,0.48,0.9,0.06,0.78,0.36,0.9,0.42,0.18,0.02,0.24,0,0.3,0.12,0.18,0.52,0.6,0.18,0.36864,0.29262,0.97854,
0.00984014,0.12,0.84,0.3,0.06,0.9,0.1,0.06,0,0.67695,0.12,0.57048,0.06,0.08,0.78,0.06,0.06,0.36,0.9,0.16,0.66,0.48,0,0.42,0.3,0.04,0.36,0.12,0.18,0.24,0.06,0.5,0.6,0.3,0.50882,0.31893,1.00228,
0.00984028,0.12,0.84,0.3,0.06,0.9,0.1,0.06,0,0.67695,0.12,0.57048,0.06,0.08,0.78,0.06,0.06,0.36,0.9,0.16,0.66,0.48,0,0.42,0.3,0.04,0.36,0.12,0.18,0.24,0.06,0.5,0.6,0.3,0.50882,0.31893,0,
0.00986014,0.12,0.82,0.28,0,0.9,0.08,0.16,0.06,0.81408,0.24,0.59679,0.06,0.06,0.9,0,0.06,0.24,0.78,0.14,0.54,0.48,0,0.3,0.18,0.14,0.36,0,0.18,0.36,0,0.6,0.6,0.18,0.409,0.34524,0,
0.00988014,0,0.68,0.38,0,0.9,0.06,0.02,0.06,0.83121,0.24,0.6231,0.06,0.04,0.9,0,0.06,0.24,0.78,0,0.42,0.6,0.12,0.3,0.18,0.12,0.24,0,0.06,0.48,0.06,0.7,0.6,0.18,0.42918,0.25155,0.06,
0.00990014,0,0.78,0.36,0.1,0.9,0.04,0,0.18,0.84834,0.12,0.64941,0.06,0.04,0,0,0.06,0.12,0.9,0.04,0.42,0.48,0.24,0.3,0.06,0,0.24,0,0.06,0.48,0.06,0.68,0.48,0.06,0.44936,0.15786,0.06,
0.00990014,0,0.78,0.36,0.1,0.9,0.04,0,0.18,0.84834,0.12,0.64941,0.06,0.04,0,0,0.06,0.12,0.9,0.04,0.42,0.48,0.24,0.3,0.06,0,0.24,0,0.06,0.48,0.06,0.68,0.48,0.06,0.44936,0.15786,0.06,
0.00992014,0,0.76,0.46,0.08,0.78,0.02,0.04,0.3,0.74547,0.24,0.79572,0.18,0,0.12,0,0,0.12,0.78,0.14,0.42,0.48,0.12,0.3,0.18,0.04,0.12,0.12,0.06,0.48,0.06,0.66,0.48,0.18,0.46954,0.18417,0.06,
0.00994014,0.12,0.74,0.44,0.18,0.9,0.12,0.02,0.18,0.7626,0.36,0.82203,0.18,0.04,0,0.06,0.06,0.24,0.78,0.24,0.42,0.48,0,0.18,0.18,0,0.24,0.12,0.06,0.48,0.06,0.52,0.6,0.18,0.48972,0.21048,0.06,
0.00996014,0.24,0.72,0.3,0.28,0,0.1,0.04,0.18,0.77973,0.24,0.96834,0.18,0,0,0,0,0.24,0.66,0.22,0.42,0.48,0,0.3,0.3,0.04,0.24,0,0.18,0.48,0.06,0.62,0.6,0.18,0.3899,0.23679,0.06,
0.00998014,0.24,0.82,0.16,0.14,0,0.08,0.04,0.3,0.91686,0.12,0.99465,0.3,0,0,0,0,0.12,0.54,0.32,0.3,0.48,0.12,0.3,0.42,0.14,0.24,0,0.3,0.6,0.06,0.48,0.72,0.18,0.41008,0.2631,0.18,
0.00999014,0.18,0.88,0.1,0.08,0.06,0.02,0,0.36,0.97686,0.06,0,0.24,0,0.06,0,0.06,0.06,0.6,0.38,0.36,0.42,0.06,0.24,0.36,0.08,0.18,0,0.36,0.54,0.12,0.42,0.66,0.24,0.35008,0.3231,0.12,
